a values/b values,0.9,0.95,1.0,1.05,1.1
2.5,0.07717403941572158,0.06495442291193997,0.0546706609540318,0.04601596076873163,0.03873216196339795
2.75,0.13723700528250996,0.11550711285526327,0.09721971070777363,0.08182923556819427,0.0688766061258033
3.0,0.24404574078929028,0.20540392050355682,0.17288380980157442,0.14551524475014455,0.12248185050687678
3.25,0.43398151595329104,0.36526556257274684,0.3074357192992251,0.2587667635859565,0.21780695285984436
3.5,0.7717403941572157,0.6495442291193997,0.5467066095403179,0.4601596076873162,0.3873216196339795
3.75,1.3723700528250993,1.1550711285526325,0.9721971070777362,0.8182923556819429,0.688766061258033
4.0,2.4404574078929024,2.054039205035568,1.7288380980157445,1.4551524475014457,1.2248185050687672
4.25,4.33981515953291,3.6526556257274687,3.0743571929922515,2.5876676358595647,2.1780695285984426
4.5,7.717403941572157,6.495442291193996,5.46706609540318,4.601596076873163,3.8732161963397935
4.75,13.723700528250994,11.55071128552633,9.721971070777363,8.182923556819429,6.887660612580328
5.0,24.40457407892903,20.540392050355685,17.288380980157445,14.551524475014457,12.248185050687672
5.25,43.398151595329104,36.52655625727469,30.743571929922517,25.876676358595653,21.78069528598443
5.5,77.17403941572165,64.95442291193994,54.6706609540318,46.01596076873162,38.732161963397935
5.75,137.2370052825101,115.50711285526327,97.21971070777361,81.82923556819428,68.87660612580328
6.0,244.04574078929053,205.40392050355683,172.88380980157442,145.51524475014457,122.48185050687671
6.25,433.9815159532915,365.26556257274683,307.4357192992251,258.7667635859565,217.80695285984427
