a values/b values,0.9,0.95,1.0,1.05,1.1
2.5,0.02691925526791128,0.021442528954814022,0.017070266695558778,0.013583346787807371,0.01080478051426026
2.75,0.04736781578709026,0.03781233468904388,0.030153932937794226,0.024027260387307625,0.01913311979524801
3.0,0.0826760216506992,0.06624932117524884,0.0529918950433097,0.04232722496417474,0.03377051033749068
3.25,0.1422642406286515,0.11475932801584154,0.09228463804374576,0.0740267005170735,0.059262723509049264
3.5,0.23883408693563346,0.19488595426697342,0.15817666406993447,0.12782912273385894,0.10294599414821282
3.75,0.3845077496404431,0.31989028064555436,0.26376546781130905,0.21590377793010884,0.17567975711482697
4.0,0.578174470870433,0.4962099071624032,0.4199047564986401,0.3511449988926072,0.2907687020029459
4.25,0.784604849959075,0.704590260075669,0.6203549382051254,0.5366496447810705,0.45720464089278734
4.5,0.9348601908136456,0.8857182761081445,0.8214199886121509,0.7454470517240788,0.6626847670587448
4.75,0.9922513023889614,0.978918591539539,0.9533373221515701,0.9123117049947743,0.8552944158312199
5.0,0.9998254846793012,0.9989612516507809,0.9957222169665964,0.9868448313451047,0.9679094031782057
5.25,0.9999997994436506,0.9999951552577986,0.9999394912783276,0.9995517129320726,0.9978041220486753
5.5,0.9999999999988968,0.9999999996692639,0.9999999697746047,0.9999989188820075,0.9999815797802662
5.75,1.0,1.0,0.9999999999999629,0.9999999999774356,0.9999999963940456
6.0,1.0,1.0,1.0,1.0,0.9999999999999992
6.25,1.0,1.0,1.0,1.0,1.0
