RMS wind speed,RMS SP Viking output
8.799718063885415,3.8316642615419885
10.971548766174434,4.858985255665784
9.816032318381755,8.140191614186364
10.090612714063006,8.033812029747134
9.152994247427873,6.658755166785619
6.676551011078624,9.957024692771755
7.095522046765468,15.901942854508787
6.883179301419373,31.743206251522018
9.209187402719362,21.74949583805489
nan,17.791377057316037
5.867509639314819,20.956147782667475
nan,3.3979556806003135
nan,28.545312296817016
nan,88.74718513665572
nan,42.829799618225216
nan,26.207520173789685
9.392527830678898,28.490161748917973
nan,26.68030269940187
4.615036117522787,6.969028333746842
4.752102404141328,5.920721903655532
nan,2.711307645570619
nan,10.389102216158726
5.029376620853823,10.3320137203564
5.441491030023004,7.0557645680659205
7.1123142791501985,13.437696055223984
nan,15.361335449298537
nan,99.42615835210759
nan,72.80134636760295
nan,32.35992590445246
nan,50.73932968962617
4.879907389790893,23.452710211870368
nan,4.805321359002219
8.337421876739798,21.082779163490272
5.690288009266079,6.153878885553576
5.289884106780159,6.377711238168364
6.232984120631651,11.395329052059475
nan,9.329985512433506
nan,19.250343874461965
8.701371217823196,14.588994518970962
10.991527964956237,13.23154790752426
9.477685084411595,14.358427600481129
10.314002045508047,10.536503769367455
9.139147628668395,11.307862991267362
7.700802076229776,8.454006343685506
8.263773718320277,11.71534482425297
7.892558154860609,11.415698662602598
nan,0.7582160830415046
nan,3.360113689073996
5.339800511233517,18.997233988754125
6.358371711260087,9.16786992831491
8.945730893581088,7.8922756303623425
7.324500716148591,12.087341381331695
9.937935457922576,21.613333186056256
9.960668249437568,16.82272562561632
8.414830658691715,14.826955769466165
10.309645884566047,27.34606606530873
8.342260141608367,17.47714575384519
7.795813752710959,17.99605036636313
nan,2.138060366489436
6.284620795166869,29.4131019020403
11.32210321635639,39.733238285890515
nan,14.580043750118492
7.6865791502060565,28.979605672733047
14.793354695516463,36.01364151847189
nan,32.066797712681186
nan,81.09531582426216
8.494019156384581,19.697665938887
10.427577998265605,14.951363896599764
11.473120962359042,13.230955109872367
9.467922085899392,16.024602858203238
11.135572875169856,18.72839919371621
10.33516839688949,16.567029745350798
7.876773779859239,9.448781835355653
8.101151071784011,7.860205360381659
7.7260708389805055,16.470705830816406
10.88194058759552,22.43232894710754
12.566961389860976,29.20835435269978
13.116721734658476,24.80509014300293
10.969673080000861,22.068021291007174
8.485310055103499,14.53596927024431
10.711787758810035,23.065950118650452
10.40989421571031,14.669170898238699
8.910986604155397,15.406744206433645
8.78133198570414,15.176618597332867
9.202508287130964,32.30076931356443
7.097913585913665,20.35803235681024
11.948702841430064,25.760611242966682
13.082600233376708,36.490984481918275
nan,8.485324343302286
nan,27.179141944726812
nan,28.994340215481873
nan,41.476099505878295
7.548079633123395,24.549345473092146
nan,17.01734393832625
nan,30.763402987827924
nan,33.0563394984653
nan,6.649385417382394
nan,0.19509585537770807
nan,30.558870833228774
nan,8.442718271757844
10.563642330775554,19.651321765903255
13.292971107866055,23.30703356672966
11.928915331844944,21.300012099066002
13.007605362307135,33.479801520814675
12.35510052498171,26.80397425708671
11.265360783871431,20.92469344130268
13.02952513473743,38.120291138399594
12.083673578595858,32.78055660833321
12.361492032895994,23.943868898564734
8.35892480957285,10.712612322548514
9.239847903842834,20.789233590144054
10.047949619825063,16.190914054184656
nan,15.748017229570705
6.185070454915184,17.995291886275062
8.070549854389627,16.73336777303785
5.791162274138211,14.035931519975675
5.33672619245536,6.03199334988812
4.78506372421998,4.221789853882608
4.562859013030431,4.160542671711227
nan,4.108712449578073
nan,0.7626357123461103
4.145118443383276,3.79097196229286
nan,5.445202679336354
nan,0.5386315959802481
4.124894332272383,2.50327893173727
7.5011415111491955,7.429498519814243
8.025244128400848,21.332779569622456
9.894433528829964,13.652823146010286
8.920698525266998,17.53854450104748
14.081029809573863,41.0501141206215
11.654556538903996,32.58699972286631
12.65503013158821,23.880108381482025
11.496187446098714,18.24522850889128
11.628073796163747,36.856774514666014
13.995068691873275,34.78985339333946
nan,38.75866125906143
8.197957627703763,22.2567131284639
8.343801373848146,14.939832296253563
9.75090528407175,18.527049019393885
8.126254017001619,16.668177200808206
5.962811593860899,12.331149640368892
8.56603771416975,17.52009394105523
9.30264883622894,16.82071235704616
5.75138298384842,9.0759153811438
8.270447924461877,15.190918474083244
9.7605463989312,17.60628555875688
8.316683431827128,10.338812817479962
8.719781155612328,11.304582397705008
8.782563131871058,11.673233827079844
nan,7.2224540610036785
10.923878116567792,34.14905629999194
nan,18.754137209109686
7.556259760074458,35.88469384450865
nan,47.8366504620989
nan,10.00693758636731
nan,13.131802186998618
nan,9.68094754874281
nan,41.554034265459066
nan,25.046990521674296
nan,16.45345151974479
nan,85.51020528001987
9.972968812282001,39.227618771340325
10.155743744905084,28.840328777452605
nan,72.08061703299451
nan,54.8201580000299
nan,23.00086573339086
7.747783153909493,26.602513752473524
10.202034735579243,17.345994582701138
9.989062523717376,16.84593008009682
9.217780114373928,22.240050916798786
11.198437768421371,37.26540382930901
7.516048891903763,18.755849471282268
nan,20.947265752373728
nan,46.96704473933209
nan,10.00875770587689
nan,7.225088671618469
nan,42.59398068425315
nan,4.004050707751282
nan,29.334628051469473
nan,9.781251024422033
6.208908118579101,21.562168720096427
6.609827513159095,19.357874157078825
nan,8.624473632460896
nan,26.554053160591852
nan,20.777127604005095
4.866947420943554,15.091385678890518
nan,9.766300504966267
9.462720220736665,28.325429924333914
nan,32.67672163834807
nan,2.1820908977490343
nan,2.4557314511579196
nan,7.783431066254348
nan,65.47548420785222
nan,0.08332578653567044
nan,31.320398079073787
nan,4.698222256042515
nan,54.2870560680406
9.6604127169346,31.511189808688098
9.95325225352902,14.972024495263495
8.491056655764872,13.976748714107872
9.096628063039255,15.595798178819717
5.367297834762804,12.839767643583745
nan,8.347119284703926
nan,16.591278875263217
nan,28.984147956285856
nan,48.04735491936002
nan,22.991154454250804
nan,57.44599363215654
nan,37.25018891060818
nan,20.79991166129791
nan,9.684904701110476
nan,38.22359676140803
6.457966286878572,32.12042314527174
nan,0.3528350139300897
nan,18.239042667206384
nan,0.8543617510883758
nan,23.905907170786655
5.7084438882435995,17.33886455650741
5.88589852164106,26.13170369717738
7.022300064860534,25.073777067965665
nan,6.551163688199711
nan,0.8706929887593774
6.201933014293181,24.908505427204915
nan,19.589305336455425
nan,55.771027331191966
nan,32.04674637837429
nan,42.366587597066236
6.958221490858165,21.162756136530852
nan,3.1195320682040553
nan,10.117121399009369
nan,0.4910334473162791
6.173272513729673,15.336636769140176
7.183488639771521,10.819697906539691
10.50200847189062,22.040940612488864
9.023784087120413,12.037988785227364
8.982751333234607,11.144927583762689
8.881879821153126,16.805633002851472
